_id,Geographic Area Served,Asset Name,Type of Entity,Digital Equity Pillars,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,Description of Services,Website,Street Address
465,Statewide,Hawaii State Public Library System - Local branches,Public Library,"Broadband Availability, Digital Literacy, Device Availability, Online Accessibility",1,1,1,1,1,1,1,1,1,"The Hawaii State Public Library System, with 51 branches on 6 islands, is the only single statewide
library system in the United States. The mission of HSPLS is to inspire curiosity and create opportunities for everyone to read, learn and connect. Communities across the state have access to computers, broadband connectivity, free WIFI, and opportunities to learn digital literacy skills through online resources, and upcoming in person classes.",https://www.librarieshawaii.org/,
466,Statewide,Hawaii State Public Library System - Workforce Resiliency Initiative,Public Library,"Digital Literacy, Digital Navigators",1,1,1,1,1,1,1,1,1,"In-person basic computer instruction and digital literacy training, connect to online resources, and upskill with problem-solving skills. 
",https://www.librarieshawaii.org/,
467,Statewide,Hawaii Technology Academy,School,Device Availability & Affordability,x,,,,,x,,x,x,"Public charter school providing financial, human resource, and community support for those who are of lower income and unable to purchase school materials. Has a computer loan program. Conducts hybrid learning.",https://hi.myhta.org/,"94-450 Mokuola Street, #200
Waipahu, HI 96797"
468,Statewide,Hawaii UTelehealth,Non-profit,Digital Literacy,1,1,x,x,x,x,x,1,1,"Free Behavioral Telehealth Services appointments with a psychologist, psychiatrist, family medicine specialist, mental health counselor, or substance use counselor for all individuals in the State of Hawaii through 2026. Supported by the University of Hawaii John A. Burns School of Medicine (JABSOM), and the Hawaii/Pacific Basin Area Health Education Center (AHEC).  Telepsych visits for those who are suffering from stress, anxiety, depression, self-harm concerns, or substance abuse issues. ",https://hawaiiutelehealth.org/,"651 Ilalo Street, MEB 224
Honolulu, HI 96813"
469,Statewide,Hawaiian Hope,Non-profit,Device Availability & Affordability; Digital Literacy,1,,,,,x,,x,x,"A technology-based organization that provides computers to low-income children. Their philosophy is that by providing these computers, they are able to provide children and students with the education to succeed. Program to make available refurbished laptops to needy families. ",http://www.hawaiianhope.org/,"P. O. Box 17948
Honolulu, HI 96817"
470,Statewide,Hawaiian Telcom,Internet Service Provider,Broadband Availability & Affordability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"Internet and device service provider. Spectrum offers an option to purchase 30 to 60 minutes of Internet service for $1.99. Download an app, set password, allows to purchase fractions of time.  (per Kauaʻi focus group)",https://www.hawaiiantel.com/,
471,Statewide,Hilopaʻa,Non-profit,Device Availability & Affordability; Digital Literacy,,,,1,1,,,,,"provides free aids and services to people with disabilities to communicate effectively with us,",www.hilopaa.org,
472,Statewide,Hotel and Restaurant Industry Employment & Training Trust,Non-profit,Digital Literacy; Online Safety,,x,,,,,x,,,"Provides digital literacy classes for job training: safely browsing (searching the internet); sending/receiving email; and creating, saving and printing simple documents. Entry-level (basic skills and software/hardware introduction), Intermediate (Google suite, commonly used platforms).",http://www.hariett.com/,"1035 University Avenue, Suite 202
Honolulu, HI 96826"
473,Statewide,Kamehameha Schools,Private,"Broadband Availability & Affordability, Device Availability, Digital Literacy",x,1,,,,x,,x,1,KS partners with the Kuauli Digital Opportunities Initiative to provide refurbished computers to families who need devices and advocates for state legislation to provide broadband infrastructure to underrepresented communities. ,https://www.ksbe.edu/,"1887 Makuakane Street
Honolulu, HI 96817"
474,Statewide,Kūpuna Collective,Coalition,Digital Literacy,,1,,,,,,,,Digital literacy train the trainer program to develop a cadre of digital navigators to support kupuna,https://www.hiphi.org/kupuna/,"707 Richards Street, Suite 300
Honolulu, HI 96813"
475,Statewide,Lanakila Pacific,Non-profit,"Device Availability, Digital Literacy",x,1,,,1,1,,x,x,Offers digital literacy classes developed specifically for seniors. Provides training for seniors and individuals with disabilities on how to use devices and/or applications tailored to participants' learning styles.,https://www.lanakilapacific.org/,"1809 Bachelot Street
Honolulu, HI 96817"
476,Statewide,"Maui Economic Opportunity, Inc.",Non-profit,Broadband Availability; Digital Literacy,x,x, ,x,x, ,x,x,x,Provides Internet access onsite; space available for hosting digital literacy classes,https://www.meoinc.org/,"380 Kolapa Place
Kaunakakai, HI 96748"
477,Statewide,Nation of Hawaii,Independent Government,Broadband Availability,x,x,x,x,x,x,x,x,1,"Fixed wireless network distributor, 20 households",https://www.nationofhawaii.org/,
478,Statewide,Office of Homeland Security Planning & Operations Branch,Federal,Cybersecurity,,,,,,,,x,,"Manages Hawaii’s Cybersecurity Program and maintains close collaborative relationships with Federal partners and can assist in accessing federal resources related to cybersecurity. It is envisioned that the Hawai‘i Cybersecurity Program Plan will address Governance, Preparation and Protection, and Workforce Development.",https://dod.hawaii.gov/ohs/cyber,"3949 Diamond Head Road
Honolulu, HI 96816"
479,Statewide,Pacific Basin Telehealth Resource Center,Coalition,Outreach & Awareness; Online Inclusivity & Accessibility; Digital Literacy,1,1,1,1,1,1,1,1,1,"An affiliation of the 14 Telehealth Resource Centers funded individually through a cooperative agreement from the Health Resources & Service Administration, Office for the Advancement of Telehealth. Provides free consultation and resources for medical professionals and organizations to implement telehealth programs in rural and under-served communities across the Pacific. Offers six-video technology training series including assistive technology. ",https://www.pbtrc.org/,
480,Statewide,Pacific Center for Advanced Technology Training (PCATT),Non-profit,Digital Literacy,,x,,,,,,x,,"Leadership and training in advanced technologies to enhance economic and workforce development initiatives within the state and around the Pacific Rim. Offers the latest in advanced technology curriculum from cyber security, routing/switching to virtualization; IT and training geared toward industry certifications",https://pcatt.org/,"874 Dillingham Boulevard
Honolulu, HI 96817"
481,Statewide,Pacific Disaster Center,Consortium,Data,x,x,x,x,x,x,x,x,x,"Applied research center that helps governments and NGOs enhance disaster management capacity, save lives, and reduce disaster losses through the application of advanced tools and technologies, evidence-based research, and analytical information.",https://www.pdc.org/about/,"1305 North Holopono Street, Suite 2
Kihei, HI 96753"
482,Statewide,Pacific International Center for High Technology Research (PICHTR),Non-profit,Online Accessibility & Inclusivity; Digital Literacy,x,x,x,x,x,x,x,x,x,"Supported numerous projects aimed at increasing accessibility to healthcare in Hawaii, and bringing innovative healthcare solutions to market. Established the Hawaii Health Information Exchange (Hawaii HIE), a non-profit initiative that brought together healthcare stakeholders in Hawaii to improve healthcare delivery throughout the state through a seamless and safe health information exchange.",https://www.pichtr.org/,"1440 Kapiolani Boulevard, #1225
Honolulu, HI 96814"
483,Statewide,Papa Ola Lōkahi,Non-profit,Digital Literacy,1,1,x,x,x,x,x,1,1,"Works to strengthen the network of community health workers that serve Hawaiian communities through education, training and ongoing professional development.",https://www.papaolalokahi.org/,"894 Queen Street
Honolulu, HI 96813"
484,Statewide,"Pear Suite, Inc.",Private,Digital Literacy,1,1,1,1,1,1,1,1,1,Evaluates current needs and interests of older adults around technology literacy and telehealth. Works with community groups and federally qualified health centers to onboard older adults to EBB and telehealth; increases access to health and social services as well as other online resources and services. Utilizes Northstar Digital Literacy training and community health workers to enable older adults to be ready for telehealth. ,https://www.pearsuite.com/,
485,Statewide,Purple Mai'a,Non-profit,Digital Literacy,x,,1,,,1,,x,1,"Digital literacy courses for youths, entrepreneurs, and workforce development.",https://purplemaia.org/,
486,Statewide,Rural Equity for Advancing Community Health,Health Center,Broadband Availability; Device Availability; Digital Literacy,x,x,x,x,x,x,x,1,x,An evidence-based telehealth network that will address poor internet connectivity; limited user training; and lack of devices for connecting. Community Health Workers and trainers will provide large group and one on one computer and telehealth training. Will provide a renovated computer and hot spot for telehealth access and a large print step-by-step instruction manual for those without.,,
487,Statewide,Salvation Army,Non-profit,Digital Literacy,1,x,,,x,,,1,,"Assesses the needs of each community in which they serve to understand the obstacles, hardships and challenges, build local programs to offer relief, then offer local programs to optimize their efficacy.",https://hawaii.salvationarmy.org/hawaii_2/,"2950 Manoa Road
Honolulu, HI 96822"
488,Statewide,Spectrum,Internet Service Provider,Broadband Availability & Affordability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"offers free Out-Of-Home Wifi access points throughout the state. Spectrum customers have access to unlimited usage, and non-customers get a free 30-minute trial per day. A map of these hotspots is available online. All 8,000 of these wifi access points throughout the state were temporarily opened up for unlimited free access immediately following the fires in Lāhainā.",https://www.spectrum.com/internet/wifi-access-points,
489,Statewide,State of Hawaii Department of Vocational Rehabilitation - Administrative Office,State Agency,Device Availability & Affordability; Broadband Availability; Digital Literacy,x,,x,x,1,x,,x,x,"Program for persons with disabilities who require assistance to prepare for, secure, retain or regain employment. Provides a rehabilitation worker who specializes in job training and job placement. May provide assistive technology and training depending on the skills needed for employment.",https://humanservices.hawaii.gov/vr/contact-vr/,"1010 Richards Street, Suite 217
Honolulu, HI 96813 "
490,Statewide,State of Hawaii Dept. of Labor and Industrial Relations ,State Agency,Device Avilability & Affordability; Broadband Availability; Digital Literacy,x,x,x,x,x,x,x,x,x,"Provides internet or computer access, entry-level literacy training(basic skills and software/hardware introduction), intermediate-level literacy training (Google suite, commonly used platforms), advanced-level digital literacy training (coding, website/graphic design, video editing), and specialized (e.g. UX/UI design, AI, GIS, industry specific programs)",labor.hawaii.gov,"830 Punchbowl Street, # 321
Honolulu, HI 96813"
491,Statewide,Sun Global Broadband,Internet Service Provider,Broadband Availability & Affordability,1,x,x,x,x,x,x,x,x,"Long-range Wi-Fi solutions with a private, state-of-the-art network. Low-cost networks provide continuous coverage for users who want to access data, video, text and voice capabilities on their mobile devices.",http://www.sunglobalbroadband.com/,"2800 Woodlawn Drive, # 149
Honolulu, HI 96822"
492,Statewide,Technology Outreach Hawaii (TORCH),Non-profit,Digital Literacy,x,x,,,,x,,x,x,"Projects that can promote technology education, make resources accessible, and empower our youth to be skilled technology users, creators, and leaders of change.",https://hitorch.org/,
493,Statewide,UH JABSOM Area Health Education Center and Hawaii State Rural Health Association,Higher Education,Digital Literacy,,x,,,,,,,,"Entry-level (basic skills and software/hardware introduction), so they can access telehealth",,"2500 Campus Road
Honolulu, HI 96822"
494,Statewide,US Vets - Barbers Point,Non-profit,"Broadband Availability & Affordability, Online Inclusivity & Accessibility; Device Availability, Digital Literacy",x,x,x,1,x,x,x,x,x,"On-site transitional, long-term and permanent housing; home to U.S.VETS’ signature program, Veterans in Progress, assisting homeless veterans gain residential stability, increase their skill levels and income, and achieve a greater level of self-determination through employment.",https://usvets.org/,
495,Statewide,US Vets - Wai’anae Civic Center ,Non-profit,"Broadband Availability & Affordability, Online Inclusivity & Accessibility; Device Availability, Digital Literacy",x,x,x,1,x,x,x,x,x,"Only U.S.VETS site in the nation that provides services to both veteran and civilian families. In 2007, the State of Hawaii asked U.S.VETS to extend its program to include the civilian homeless population with shelter services, providing comprehensive care to nearly 200 men, women and children each day.",https://usvets.org/,
496,Statewide,University of Hawaii,Higher Education,"Broadband Availability & Affordability, Online Inclusivity & Accessibility; Device Availability, Digital Literacy",1,1,x,1,1,1,1,1,1,"Through campuses and facilities statewide including remote and rural locations, UH offers undergraduate (majors and minors) and graduate degree programs, and certifications obtained through both in-person and online courses. The array of programs support residents pursuing career pathways that require digital readiness.  Multiple workforce development programs and services include the current EDA Good Jobs Hawaii project, out-of-the-box, and innovative approaches to preparing residents for careers in sectors requiring digital capabilities. Digital literacy classes are regular offerings of the Continuing Education program. ",https://www.hawaii.edu/,2444 Dole Street                            Honolulu HI 96822
497,Statewide,We Are Oceania,Non-profit,"Broadband Availability & Affordability, Online Inclusivity & Accessibility; Device Availability, Digital Literacy",1,,,,,1,1,x,x,"Micronesian center that aims to support their community by utilizing existing programs and introducing new services to empower Micronesian residents. Their services include educational opportunity, workforce development, and language translation.",https://www.weareoceania.org/,"720 North King Street
Honolulu, HI 96817"
498,Statewide,Workforce Development Council,State Agency,"Broadband Availability & Affordability, Device Availability, Digital Literacy",x,x,x,x,x,x,x,x,x,"Provide free “Introduction to Computers and the Internet” classes at public libraries and community college campuses, as well as free computers (Chromebooks) to those who do not have personal computers.",https://labor.hawaii.gov/wdc/,
499,Statewide ,Assistive Technology Resource Center,Non-profit,Device Availability & Affordability,x,x,,x,1,x,x,x,x,"Links people with technology and empowers individuals through its use. Has been the State of Hawaii’s designated Assistive Technology Act agency since 1991. Its primary role is as a resource center to meet the need of an individual with disabilities, family members, employers, and educators.",https://atrc.org/,"200 N Vineyard Boulevard, #430
Honolulu, HI 96817"
500,Statewide ,Hawaii Aging & Disability Resource Center,,Device Availability & Affordability,,1,,,1,,,,,"Helps older adults, individuals with disabilites, family caregivers individuals with disabilities or those with families, businesses, and other individuals who interact with persons with disabilities to find options for long term supports and services available to them in the State of Hawaii. Provides helpful information definitions of the different types of impairments, laws that apply to persons with disabilities, and resources for persons with disabilities. ",https://www.hawaiiadrc.org/,"250 South Hotel Street, Suite 406
Honolulu, HI 96813"
501,"Statewide, Online",Banyan Networks,Private,Broadband Availability; Digital Literacy,,,,,, ,,,,"Offers internet or computer access at your location, specialized digital literacy training (e.g. UX/UI design, AI, GIS, industry specific programs)",https://www.banyannetworks.com/,"1150 N Nimitz Highway Unit 6
Honolulu, HI 96817"
